,replicates_count,train_replicate,repeat_no,time(min),R_train,R_validation,R_test_insample,R_test_independent,R_testHQ
78,k1,Virus1_KC_R2,8,4,0.7926062237167523,0.7551229531085416,0.7502852704385186,"[0.7280553124002154, 0.7157634499037805, 0.7158174366063736, 0.6492867455725627, 0.652266074768967, 0.6443395558461436, 0.6565873620788915, 0.6352309509343462, 0.6302839037159249, 0.5533645257381912, 0.517554065138209, 0.5227207719824444]",0.8935215875387111
79,k1,Virus1_KC_R2,9,3,0.7887873143848639,0.7477906941440984,0.7452708496544905,"[0.7273597294893506, 0.7145381547213994, 0.7150653686064549, 0.6498381455297437, 0.6526514386709419, 0.6448480546589155, 0.6559892025882124, 0.6347492695221352, 0.6288296924445773, 0.5540337754237346, 0.518774752534604, 0.5233209992996347]",0.8997044903663097
80,k1,Virus1_KC_R3,0,4,0.7832867565006553,0.7489891719602896,0.7475212418364348,"[0.7187688001265211, 0.7059579954001766, 0.7070019671970378, 0.6525926819428348, 0.6556657360644449, 0.6486390376083353, 0.6625381082559101, 0.6424385161347512, 0.636532303317252, 0.554057981189573, 0.5181465817917447, 0.5237349973349018]",0.8979168418279001
81,k1,Virus1_KC_R3,1,4,0.7844182952452559,0.7512333271542275,0.7387471805738997,"[0.7191990961781486, 0.7066755144048771, 0.7073874865435447, 0.6500787067723889, 0.6533818627107919, 0.6454594901346896, 0.6604569075007601, 0.639531493980807, 0.6335980771134189, 0.5531031307565563, 0.5186757936288264, 0.5232882171824332]",0.9011142323640112
82,k1,Virus1_KC_R3,2,3,0.7732349362029353,0.7406329493919551,0.7479188260640852,"[0.7249157726807666, 0.7130774404181336, 0.7136121007459715, 0.6541011432392545, 0.6572687842132251, 0.6491750555753938, 0.6619973648954488, 0.6410227937027807, 0.6351615318854172, 0.556423660054132, 0.5206074724055478, 0.5260307528230322]",0.9016003212010376
83,k1,Virus1_KC_R3,3,4,0.7906867219027932,0.7513716075833712,0.7438127772400681,"[0.7201903783909473, 0.7070955891309771, 0.7083986518729595, 0.6502430869173517, 0.6532299310247052, 0.6454221297898768, 0.6558342445014664, 0.634291115676851, 0.6285051031688886, 0.5537914536446471, 0.5186990724268656, 0.5219070184729804]",0.8966282750394359
84,k1,Virus1_KC_R3,4,3,0.77902889968474,0.742176679401991,0.7419326713919551,"[0.7256780755006786, 0.7131070006982262, 0.7142224451599999, 0.6547842804934412, 0.6582056415149179, 0.650184842851147, 0.6630169622455124, 0.6422238694480721, 0.6368047814548122, 0.5555224927259174, 0.5206368720092504, 0.5257996155077389]",0.8985869504072311
85,k1,Virus1_KC_R3,5,3,0.77102492083675,0.7444952702563349,0.7421778805550437,"[0.7287651873010675, 0.7162952879325756, 0.7167076545284451, 0.6482929448180716, 0.6511945386274919, 0.6431485380435423, 0.6563770116261618, 0.6346846606320683, 0.6292722260948381, 0.5552759496195157, 0.5188296974293286, 0.525275126931358]",0.8965330811112971
86,k1,Virus1_KC_R3,6,4,0.7722231499981699,0.7344929412438628,0.732560166921296,"[0.7262919922704725, 0.7137494301264882, 0.7155250042228014, 0.6568428389599664, 0.6593830624779793, 0.6514941343208426, 0.6653776461625424, 0.6440039696422548, 0.6388737920913999, 0.55481523724904, 0.519466805480643, 0.5251086837709452]",0.8983648959626093
87,k1,Virus1_KC_R3,7,4,0.7833227026939334,0.7519074217753144,0.7485272329220678,"[0.7211162723730972, 0.7083829717685275, 0.7100017411664102, 0.6528054339444739, 0.6559194896316572, 0.6489022015590741, 0.6603975686636734, 0.6394712619663309, 0.6342320707645902, 0.555149049395025, 0.5197905262100369, 0.5255396857998809]",0.8970681888777189
88,k1,Virus1_KC_R3,8,3,0.7697564054396207,0.7377207832743732,0.7376287519928891,"[0.7232415491090024, 0.7106671926658499, 0.7115434542065593, 0.6515053770415155, 0.6540387222194243, 0.6470487433312094, 0.6573994712973288, 0.6367585800702212, 0.6314885816893386, 0.5542566407841831, 0.5185164364327137, 0.5232914791057411]",0.8977222678937353
89,k1,Virus1_KC_R3,9,4,0.785224412091926,0.7415109217122647,0.7419222678909693,"[0.7148137293606867, 0.7023442835930669, 0.7036303835660556, 0.6544631092532106, 0.6569167165707851, 0.6496365026270294, 0.6629670593516165, 0.6424230233973702, 0.6373064048252657, 0.5535851533027962, 0.5186737077829475, 0.5219002912838511]",0.8968872133335942
90,k1,Virus2_KC_R1,0,3,0.6535078730345811,0.6075110428955061,0.5952998603541242,"[0.7278818488288438, 0.7158224335298415, 0.7167940825539814, 0.6194522869302643, 0.6221000715716624, 0.6143990926495073, 0.6155835528854955, 0.5928102783910517, 0.5863757569600897, 0.5334904171900384, 0.49781671014694234, 0.5043229389111153]",0.8620759408649538
91,k1,Virus2_KC_R1,1,4,0.6796287439035319,0.5959075966448362,0.5899121368996838,"[0.7127158124332549, 0.6995441081590384, 0.7005678454133574, 0.6137092773633125, 0.6160610049116952, 0.6089639400390687, 0.6101151839319217, 0.58730264791541, 0.5809781405055159, 0.5266953615447398, 0.49090641398200097, 0.49605192155861433]",0.861900377999244
92,k1,Virus2_KC_R1,2,3,0.6677029300840773,0.602722615395848,0.5998358518695757,"[0.7148142673234463, 0.7023356812695647, 0.7033163805990926, 0.6113559356667299, 0.6129672854244093, 0.6061594928074872, 0.6067426403926884, 0.5829693490962848, 0.5772587017326144, 0.5275466283798426, 0.4907433664487851, 0.4970472834797132]",0.8598638441567545
93,k1,Virus2_KC_R1,3,4,0.6722301141337682,0.6166134104401866,0.5957220668299759,"[0.7207373397826304, 0.7077545263282191, 0.7082984614944798, 0.6085162955567878, 0.6098586504430445, 0.6030273260780559, 0.6025961355058157, 0.5784473426165424, 0.5719621584870966, 0.52859717169016, 0.4904453417078851, 0.49777293507787174]",0.8635582963298317
94,k1,Virus2_KC_R1,4,4,0.6636461300484595,0.6104977891860685,0.5871509068159337,"[0.7201982378232342, 0.7063600153635576, 0.7073854724602615, 0.6096984710255301, 0.612438877928934, 0.6038425977054492, 0.6079579354484577, 0.583790646860915, 0.5772195655422663, 0.5314483677717745, 0.4931550231623383, 0.4994346859456868]",0.8714409035332191
95,k1,Virus2_KC_R1,5,4,0.6750152292460433,0.5936164428832996,0.592360038350664,"[0.7022706758809848, 0.6877311265910455, 0.6895418691969438, 0.5900318237591893, 0.5921967628259731, 0.5837178265280392, 0.5815510773219557, 0.5568748938106812, 0.5482013864722028, 0.5183542530473817, 0.4796968641534969, 0.4847074810968749]",0.8558391288383211
96,k1,Virus2_KC_R1,6,3,0.6664595974499166,0.6112560830705007,0.6028500000259414,"[0.7213391011157055, 0.7077531055760049, 0.7097311142461106, 0.6191778607424397, 0.620378467483148, 0.6130290888125811, 0.6116061052736106, 0.5879782974631004, 0.5812430566857678, 0.5350278402079042, 0.49792379390942937, 0.5047525480887528]",0.8679935069893233
97,k1,Virus2_KC_R1,7,3,0.6551042653885565,0.5915507162784396,0.6116960732411594,"[0.7128655902484714, 0.6982829430147683, 0.6999784406240477, 0.6121571128781343, 0.6139330786219586, 0.6069214996838019, 0.6064642833650282, 0.5825173727187196, 0.5757708364760943, 0.533353926890706, 0.493442047339248, 0.500808061695339]",0.8733741250901179
98,k1,Virus2_KC_R1,8,4,0.6720284061670909,0.6034922081830063,0.5951084732151111,"[0.7159453043246247, 0.7033630001040222, 0.7043869175083348, 0.6159071018895494, 0.6185624560363835, 0.6108653134643706, 0.6127374423803016, 0.588751662746241, 0.5828759068717061, 0.5342003427432493, 0.49668217628733724, 0.5011296008303142]",0.873255601888068
99,k1,Virus2_KC_R1,9,3,0.6535144721042745,0.6117028788686223,0.6156151742885999,"[0.7249472010826301, 0.712166735243215, 0.7128507227906878, 0.6048574630068874, 0.6065627753696147, 0.5990432616730282, 0.5972869975101561, 0.57310196268234, 0.5656729896396273, 0.5293146842312928, 0.4908848056265429, 0.49717422701010633]",0.8603511758206283
100,k1,Virus2_KC_R2,0,3,0.6532460564535947,0.5898262224639192,0.6098142467235912,"[0.7179056687932278, 0.7059794889173315, 0.7063690049799207, 0.5989033039457407, 0.6019959538337384, 0.5939140411739459, 0.5915932704366504, 0.5687425601242247, 0.5612377764782398, 0.5243719138747229, 0.48708363733598803, 0.49322327539670674]",0.8521516382736788
101,k1,Virus2_KC_R2,1,3,0.6741640487593341,0.59795444755119,0.5890018355342788,"[0.7072825631354801, 0.6952958983789972, 0.6969914886262247, 0.6111468226230805, 0.6136723653066603, 0.6056627589744461, 0.6068290842407288, 0.5842265945507051, 0.5774559012543037, 0.528910979263107, 0.49257872944954784, 0.49676432810577886]",0.8612134345235183
102,k1,Virus2_KC_R2,2,3,0.6605939686836175,0.5957563918757998,0.6071605713826761,"[0.7278974112592397, 0.7164956668247027, 0.7176694719163877, 0.6224452495877928, 0.6235046984834168, 0.6163030633282071, 0.6179183793350825, 0.595019671824274, 0.5881270999600495, 0.5385119148718146, 0.5027541372860282, 0.5086443494057565]",0.8690228974867217
103,k1,Virus2_KC_R2,3,35,0.6796728160466334,0.5911310201504586,0.5937842994048445,"[0.7131372787401283, 0.7011956068621434, 0.7019769408840658, 0.61728868695872, 0.6189207130707006, 0.6115013948407824, 0.6165471673082825, 0.5948891333659683, 0.5880224205380462, 0.5324862348091354, 0.4965878638859084, 0.5012293522973046]",0.8678548267374898
104,k1,Virus2_KC_R2,4,24,0.6681701600190186,0.5969548601818306,0.5841990613785889,"[0.7207355474943523, 0.7068860701528248, 0.7094320828727444, 0.6190407905505165, 0.6215385563609296, 0.614277875045576, 0.6137382978017749, 0.5906753615347536, 0.5843265978840724, 0.5323860443481239, 0.4960745127853113, 0.5018485380441011]",0.8676576041000413
105,k1,Virus2_KC_R2,5,3,0.6623284418033638,0.6045455581259206,0.5979980607388959,"[0.7134809720915852, 0.7002498791517705, 0.7020774426590345, 0.6228316947424407, 0.6249380811706684, 0.6187278339422588, 0.6204719467695075, 0.5991850419529169, 0.5919542299190028, 0.5357657379548681, 0.49940082403920677, 0.5049108870724872]",0.871254434015895
106,k1,Virus2_KC_R2,6,4,0.6559739582278493,0.610030071943734,0.5943392923415357,"[0.7247959270061185, 0.7132653774738361, 0.7148597740066125, 0.6372337283353733, 0.6389548801511609, 0.6322718130873948, 0.6376364304382279, 0.6162176521409161, 0.6099373213695247, 0.5463329143335117, 0.5114328488412083, 0.5160217775307454]",0.8822327089995623
107,k1,Virus2_KC_R2,7,4,0.6660417793242511,0.5949099029614553,0.5858943930877946,"[0.7214608071636716, 0.7090364302003437, 0.7101081015579604, 0.6129106185095855, 0.6154177307562866, 0.6080153745134237, 0.6075711563178736, 0.585273482293737, 0.5785676840410918, 0.5310200982851616, 0.4949621304395044, 0.5011033587151861]",0.8645357322695447
108,k1,Virus2_KC_R2,8,4,0.6573075563865091,0.6010432451928486,0.5878376701827445,"[0.7238813577557089, 0.7122444735346068, 0.7134181316705686, 0.6260898235718663, 0.6282418171821217, 0.6212216541980753, 0.6222233093130523, 0.6003103341022514, 0.5924205966051709, 0.5390416088671433, 0.503703613853269, 0.509220410331225]",0.8718377714401726
109,k1,Virus2_KC_R2,9,4,0.6623518644208448,0.5823781534186586,0.6059733823676584,"[0.7206622811343624, 0.7079823050032967, 0.7093261982862127, 0.6212262221331983, 0.6233279839949906, 0.6157386222963633, 0.6198622997276251, 0.5975131999532562, 0.5903648203796192, 0.5374020476084344, 0.5003865126075855, 0.5055574677224897]",0.8763505567144503
110,k1,Virus2_KC_R3,0,4,0.6834442786755078,0.6330361013241506,0.6249421431379983,"[0.7227843731739034, 0.7116500172671005, 0.7124731232514792, 0.6299139746627958, 0.6321254961728467, 0.6248026320283714, 0.6295114365909482, 0.6057467086355541, 0.599728641795037, 0.539106128018846, 0.5010828872321446, 0.5075008955314677]",0.8818908536514617
111,k1,Virus2_KC_R3,1,4,0.685738149475598,0.6296541767882721,0.6369320005867971,"[0.7224827936056667, 0.7103692744197063, 0.7112094710925123, 0.6190247148619309, 0.6207162722441583, 0.6144566069146975, 0.6124279780685747, 0.5884985046835539, 0.5824970212451502, 0.5331442537745628, 0.49625276162243714, 0.5022243289664227]",0.8726084114430102
112,k1,Virus2_KC_R3,2,4,0.69164600697321,0.6311294024287918,0.6194839400566328,"[0.7136718793577596, 0.7001327921081447, 0.7012822657946656, 0.6140114769414778, 0.616553659590969, 0.6085796329871487, 0.6119254135598987, 0.5886291767216233, 0.5822203660479925, 0.5276991847822045, 0.49013522502558665, 0.496785976005972]",0.8685999077274311
113,k1,Virus2_KC_R3,3,3,0.671429209983942,0.613551745413989,0.631739072235732,"[0.7241823004826556, 0.7111718809372787, 0.7130475930711303, 0.619497518811841, 0.6218354743008427, 0.6143364723535486, 0.61744469635499, 0.5941105403498517, 0.5875319626954585, 0.5397143945141526, 0.501362818569581, 0.5074439557932195]",0.8728233350176187
114,k1,Virus2_KC_R3,4,4,0.6787851608081026,0.6256685313852937,0.6142244992759015,"[0.7137857797727779, 0.7004068331418134, 0.7014368309406993, 0.5993383744850894, 0.6014507597675041, 0.5936535870736395, 0.5892842465932668, 0.5653979906550667, 0.5578326482219597, 0.5242471529899759, 0.483386236002684, 0.49097408092363287]",0.8594754556893316
115,k1,Virus2_KC_R3,5,24,0.6835183890680054,0.6328109613412686,0.6103849073187191,"[0.7227397641846525, 0.7110037814013642, 0.7121758581194438, 0.6212793452465502, 0.6232673226483294, 0.6165529595576272, 0.6183348407400472, 0.5952298091432846, 0.5888344448727743, 0.5381660316885243, 0.49865905220746426, 0.5056992879132709]",0.8760182276890213
116,k1,Virus2_KC_R3,6,4,0.6810794715290055,0.6275308553228903,0.6396428443615164,"[0.7189162209471741, 0.7064550008039469, 0.7071435226591536, 0.6201514274984353, 0.621555243767976, 0.6140497228270858, 0.6184416801386967, 0.5954603543096729, 0.5885756159118678, 0.5362039451899105, 0.4971123108992623, 0.504613399282082]",0.871573214588148
117,k1,Virus2_KC_R3,7,4,0.6761475110709697,0.6102353755713082,0.6140094627285156,"[0.7009784501434445, 0.6856258632656951, 0.6880522848815729, 0.5865352092565292, 0.5879828136172649, 0.5810171106507838, 0.5772297469503137, 0.5514623033439586, 0.5436570294332954, 0.515905962567482, 0.47597668746090693, 0.4821144921397551]",0.856194465740163
118,k1,Virus2_KC_R3,8,3,0.6699235037574364,0.6246219166686897,0.6194153926258691,"[0.7317258133023239, 0.7196486648639978, 0.7202749640267008, 0.6218255635206991, 0.6231906674532035, 0.6160401365242356, 0.616065161377986, 0.5920787260587594, 0.5864667240672229, 0.5382880092186372, 0.5005122794102796, 0.5078363419437001]",0.8704980900483549
119,k1,Virus2_KC_R3,9,3,0.6749321961727525,0.6212958590451509,0.6370400662048223,"[0.720872354444159, 0.7082922616699385, 0.7091675705271197, 0.615302377617291, 0.6171768358909596, 0.6100278084959982, 0.610625739339401, 0.5859373598085797, 0.5801848406123621, 0.5340093688357568, 0.4961991032538184, 0.5019297789814161]",0.8696604980732521
120,k3,Virus1_IT,0,3,0.8162504539757166,0.7859601572933618,0.7852451204308551,"[0.7809630148545903, 0.6420375564090147, 0.6219949760280028, 0.5646386666740282]",0.8577444107908674
121,k3,Virus1_IT,1,2,0.808126809115554,0.7839388065213408,0.7827238769957303,"[0.780037004751793, 0.6342768142544816, 0.6112068217467266, 0.5577492138992166]",0.8511739705715657
122,k3,Virus1_IT,2,3,0.8181844971531157,0.7861543810786438,0.7911077168733818,"[0.7777339096564209, 0.6300510143154651, 0.6098859448547383, 0.5536479980288107]",0.8480299966939018
123,k3,Virus1_IT,3,2,0.8064502597248037,0.7738350738416395,0.7881604343095802,"[0.784507956248538, 0.6462357167533177, 0.6235950760638369, 0.567876361018734]",0.8581190595469592
124,k3,Virus1_IT,4,2,0.8011296467977855,0.7697355717619598,0.7833591203389937,"[0.7760744654642849, 0.633495311008672, 0.6124232678493338, 0.5600117806720436]",0.8551188733481255
125,k3,Virus1_IT,5,3,0.8074218962536732,0.7777886172340259,0.7868826100072512,"[0.7791719691180634, 0.6361091880709402, 0.6148164563542948, 0.5608657340245559]",0.8562351044858778
126,k3,Virus1_IT,6,3,0.8133299767399033,0.7857302152139934,0.7818018075499089,"[0.7791947367204975, 0.6338694902202167, 0.6108191674763249, 0.5582391663307752]",0.8504018179803138
127,k3,Virus1_IT,7,3,0.8212291999658988,0.7901646793117183,0.7874496568351242,"[0.7794887925484514, 0.6404300097127383, 0.6200529812816664, 0.5645300164808871]",0.8575742109041554
128,k3,Virus1_IT,8,2,0.8067982384167572,0.776035295631182,0.7904347302526237,"[0.788867309378012, 0.6567108512828814, 0.6415691500868227, 0.5765167255629028]",0.8727887827147546
129,k3,Virus1_IT,9,3,0.8105430125623799,0.7809751120251507,0.7891922718874734,"[0.782536511284488, 0.6451007103029861, 0.6268982349881387, 0.5677190189682654]",0.8603483334792694
130,k3,Virus2_IT,0,3,0.8162844568365208,0.7857351352614693,0.7762272778649039,"[0.7660254252292789, 0.711469139393273, 0.7118846296564261, 0.6090348449594942]",0.9117053875592975
131,k3,Virus2_IT,1,2,0.803063545399163,0.7787886275967693,0.7930028070792743,"[0.7489041902279856, 0.7187627426037743, 0.7241198006598408, 0.6063138352647958]",0.9176825609795766
132,k3,Virus2_IT,2,2,0.8061312035236776,0.782345596366757,0.7811583427574644,"[0.7705072036231229, 0.7155022343296155, 0.7169318180869159, 0.610626222875958]",0.91582032112477
133,k3,Virus2_IT,3,3,0.8061740978656791,0.7775345680370231,0.78228298810584,"[0.7670375256831216, 0.7159971218203087, 0.7189568299822839, 0.6105673534556718]",0.9148397731278888
134,k3,Virus2_IT,4,3,0.8106877541121292,0.7774899840514259,0.7747670881530976,"[0.7631590440022687, 0.7130637614178317, 0.716281606302166, 0.6117685108098125]",0.9163853643980611
135,k3,Virus2_IT,5,3,0.808382727941336,0.7772233481483928,0.783038598776653,"[0.7680626673716225, 0.7145511052004623, 0.7180165206097239, 0.6117336353790461]",0.9149452072642718
136,k3,Virus2_IT,6,3,0.8067822483418838,0.774384929377007,0.7842606110461031,"[0.7677168111684854, 0.7098048303761825, 0.7104794068340763, 0.6116843166457177]",0.9115215481544483
137,k3,Virus2_IT,7,3,0.8098474568228405,0.7772068530010319,0.7750942008665367,"[0.7527556814838307, 0.7179121450461308, 0.719806003307363, 0.6077629951734733]",0.9175115913277949
138,k3,Virus2_IT,8,3,0.8059418008179352,0.7718877684673551,0.7759234168019152,"[0.7529354774077264, 0.71992481266659, 0.7250945356922602, 0.6069766887667266]",0.9186884129233391
139,k3,Virus2_IT,9,3,0.8162859057732642,0.7835567134540131,0.7737520560858444,"[0.7559477466020844, 0.7125030265511612, 0.7153428350592794, 0.6054717359348378]",0.910421107931462
140,k3,Virus1_KC,0,2,0.8313757282862261,0.8041232523499087,0.8156673962214738,"[0.7669787055172659, 0.7118857278307029, 0.7142876479211505, 0.6127536162974432]",0.9072333269327855
141,k3,Virus1_KC,1,3,0.8325121885502202,0.8099007084135971,0.813661664219962,"[0.7718941219374893, 0.7011988256417767, 0.7010989046406843, 0.6116668858526296]",0.8991015577720657
142,k3,Virus1_KC,2,2,0.8251516437069093,0.800692172264448,0.7996177740738922,"[0.7812418877742153, 0.7032599499910089, 0.7029278150721848, 0.6126281807103703]",0.9015778586064318
143,k3,Virus1_KC,3,2,0.8232241816518997,0.7976712284405957,0.7997540884361286,"[0.7760152631614825, 0.7056355043641831, 0.7059257431110157, 0.6130199676111225]",0.9017137757308101
144,k3,Virus1_KC,4,3,0.8289123615762849,0.7995701286804552,0.800450968600564,"[0.7734651420906237, 0.7044712249353334, 0.705582383038215, 0.6109740360053689]",0.8991632511899412
145,k3,Virus1_KC,5,3,0.8345216392004218,0.8072743772240173,0.8182009417840118,"[0.7699538455734655, 0.7099870993582362, 0.7110235708586646, 0.6148065606120908]",0.9055735703019511
146,k3,Virus1_KC,6,3,0.8310275183475287,0.8072478025019421,0.8077076172695442,"[0.7713162879799541, 0.7111310462610417, 0.7143636405005388, 0.6156704531304913]",0.9069071011205828
147,k3,Virus1_KC,7,2,0.835730102209366,0.8052517354346891,0.8038485174755727,"[0.7697357903169868, 0.7123250454611884, 0.7174423398285984, 0.6148237745095504]",0.9082657681726634
148,k3,Virus1_KC,8,2,0.8265746930241741,0.7964777127951633,0.8013847022212119,"[0.7644581396024709, 0.7090751641627551, 0.7116245915569447, 0.6135700226409235]",0.9076464724935349
149,k3,Virus1_KC,9,2,0.8299224153832055,0.8081365845510637,0.7929196150544998,"[0.7698863209749881, 0.7026747967211192, 0.7023843868987643, 0.6153872657985019]",0.9007122311761863
150,k3,Virus2_KC,0,2,0.7175671414036764,0.6832328099384387,0.6817568509317815,"[0.7720219703169549, 0.6823870092612475, 0.6711991163303223, 0.6008197546242506]",0.8813087662546992
151,k3,Virus2_KC,1,3,0.7325612240149587,0.685337343214565,0.6750898447394225,"[0.7636899442379832, 0.6703703637104275, 0.6596803151575926, 0.5900159474830896]",0.872399681168084
152,k3,Virus2_KC,2,2,0.7292841389340003,0.6837791338846219,0.6725715407902275,"[0.7750863775448417, 0.6862489363469575, 0.6793437753268753, 0.6039045622972171]",0.8853942758438699
153,k3,Virus2_KC,3,1,0.6978755762339461,0.6567084848741,0.6884246639395977,"[0.7757497390368385, 0.6910081051924563, 0.6791476805624896, 0.6045314271555815]",0.8889705459476223
154,k3,Virus2_KC,4,2,0.7179821211657708,0.6786706292297152,0.6648441178605692,"[0.7777901175900954, 0.6727639259771592, 0.6582115030975287, 0.5943454329713883]",0.8781925667475192
155,k3,Virus2_KC,5,2,0.7239332273113864,0.6697003662164432,0.6690445988227006,"[0.7680293426821806, 0.6764722251130619, 0.6645144090665034, 0.594255387981488]",0.8785318111204931
156,k3,Virus2_KC,6,2,0.7147979047294278,0.6755422482585554,0.6823608325783878,"[0.7712533586283338, 0.6872651975448222, 0.6791063214039259, 0.6063159134634136]",0.8900662295529471
157,k3,Virus2_KC,7,3,0.7375027001031756,0.6783354389159884,0.6801233750472825,"[0.7584518343918708, 0.6623084772985117, 0.6524985973855657, 0.5828189555222704]",0.8686476532995125
158,k3,Virus2_KC,8,2,0.7230769020559442,0.6837230640611635,0.6779686908993966,"[0.7732032174376888, 0.6683015526309485, 0.6572313179108166, 0.5926506568684925]",0.8765764629630446
159,k3,Virus2_KC,9,2,0.7025182981176765,0.6645939336582898,0.6981028842451575,"[0.7756143348648359, 0.6775025008365521, 0.6640380354909069, 0.597808699035184]",0.8791355346590646
160,k6,Virus1_IT_Virus2_IT,0,2,0.8424631831714391,0.8230143414875261,0.8331682999820909,"[0.8235482036855785, 0.8226599155683577, 0.8024264448008342, 0.80135578186261, 0.7730914112521547, 0.7723043426774407]",0.908731589624357
161,k6,Virus1_IT_Virus2_IT,1,3,0.8723910080931785,0.8546782806190176,0.8585828506613915,"[0.8398185989417061, 0.8412979324329027, 0.8234953147727365, 0.8131977252583915, 0.7857407099158201, 0.7870859236875585]",0.9205743921199716
162,k6,Virus1_IT_Virus2_IT,2,3,0.8806243753404,0.8619879423948084,0.8592217422084732,"[0.8397556705389978, 0.8407056508967711, 0.8243660258714417, 0.8117476876746949, 0.7852928564719733, 0.7862843067656208]",0.9191195902603054
163,k6,Virus1_IT_Virus2_IT,3,3,0.8726141970492266,0.8541763324587828,0.8491737885366051,"[0.8399551776167999, 0.8427826802423367, 0.8226574009137007, 0.8159451230882395, 0.7869150049990066, 0.790084627666592]",0.9236925724241409
164,k6,Virus1_IT_Virus2_IT,4,3,0.8821258659240973,0.8629477781198279,0.8511699867258656,"[0.836563211102438, 0.8386331903713456, 0.8228036867856103, 0.8076886664352247, 0.7811044116483745, 0.7829578532525335]",0.9168115472078456
165,k6,Virus1_IT_Virus2_IT,5,34,0.8687976546989113,0.8517817317904346,0.861642891374742,"[0.8421645294368713, 0.8440866789434518, 0.8236988378368797, 0.8175229044221244, 0.7883745127540456, 0.7906778228092067]",0.9242964003426992
166,k6,Virus1_IT_Virus2_IT,6,7,0.8697595508785014,0.8522970017799628,0.8544762008191849,"[0.8406624013472498, 0.8420384985692169, 0.8245869095092094, 0.812212773439688, 0.7844716922476944, 0.7861080380289855]",0.9197099241478237
167,k6,Virus1_IT_Virus2_IT,7,41,0.8782859193969521,0.8569025841493532,0.8581324334203797,"[0.8392912114321979, 0.8395718025382631, 0.8243017896877436, 0.8073675720174266, 0.7806077115877533, 0.7806825271777204]",0.9159510460257047
168,k6,Virus1_IT_Virus2_IT,8,8,0.8751155555499865,0.8558098637297886,0.8584979974508444,"[0.8404289565807633, 0.8422034908568291, 0.8251716546640058, 0.8125617100712944, 0.7853259332385812, 0.7870817892665423]",0.9205260372321383
169,k6,Virus1_IT_Virus2_IT,9,9,0.8756724234047514,0.8584725547752993,0.855091310917426,"[0.8393258955752586, 0.8386749821282402, 0.8250673927467186, 0.8093478923733199, 0.7843196476290065, 0.78284997723813]",0.9180458750624462
170,k6,Virus1_IT_Virus1_KC,0,9,0.8864114005042281,0.8713920381261738,0.8665904855456157,"[0.8390967509454167, 0.84057356658883, 0.8279170004756222, 0.8063317978795, 0.7813022404556731, 0.7827724311025666]",0.9124869984792223
171,k6,Virus1_IT_Virus1_KC,1,24,0.8844304262245486,0.8663781533214739,0.8602599651871947,"[0.8350856801593056, 0.8362604904467142, 0.8244664906411556, 0.8001838660903206, 0.7750802280900753, 0.7758440540566072]",0.9074870804395349
172,k6,Virus1_IT_Virus1_KC,2,7,0.8779506647607275,0.866528404761462,0.861938275183254,"[0.8371235018778278, 0.840177571282342, 0.8241596222412616, 0.8107181976385014, 0.7839197462051121, 0.7870493934910543]",0.9177081809552854
173,k6,Virus1_IT_Virus1_KC,3,8,0.8799129131058426,0.8620542742655508,0.8664847568374084,"[0.8337620432514196, 0.8332638602028388, 0.8252804967147596, 0.795001746941383, 0.7722629490874058, 0.7709242315266945]",0.9040205421968489
174,k6,Virus1_IT_Virus1_KC,4,7,0.8767291576676911,0.8505531877040041,0.8619725383320491,"[0.8324524573396332, 0.8311050234292232, 0.8251066104387462, 0.7925980863401302, 0.771624291954195, 0.7694113336394675]",0.9049610482504306
175,k6,Virus1_IT_Virus1_KC,5,8,0.8808633468619824,0.8631274144200839,0.8712459168224707,"[0.8322359762790252, 0.8310783009386428, 0.8247192418524952, 0.7917453335160852, 0.7704254413504772, 0.7685538773892882]",0.9036973693343167
176,k6,Virus1_IT_Virus1_KC,6,25,0.8884603384416001,0.8684856053808178,0.8635242057814301,"[0.834797043030307, 0.8346717832441721, 0.8267802293539103, 0.7983846065160389, 0.7763067113979133, 0.7753569284238795]",0.9096307606458085
177,k6,Virus1_IT_Virus1_KC,7,23,0.882301089720189,0.8676132313476764,0.8679266316969381,"[0.8332091638847536, 0.8347663706992855, 0.8242601812844433, 0.8000710772648443, 0.7764454067946005, 0.7774156093784858]",0.9095254834486354
178,k6,Virus1_IT_Virus1_KC,8,23,0.8836054218891881,0.8659068996155873,0.8705065138275744,"[0.8387568383387194, 0.8405817835543085, 0.8272530692981132, 0.8071396353526179, 0.7816212106598105, 0.7833773203883392]",0.9148508331566212
179,k6,Virus1_IT_Virus1_KC,9,60,0.8877293794891719,0.8678705671069682,0.8680422128747811,"[0.831313315403378, 0.8312686811753331, 0.8243935443095337, 0.7929158512462015, 0.7710813405482273, 0.7703770473240825]",0.9035830784085583
180,k6,Virus1_IT_Virus2_KC,0,207,0.8540665684769795,0.8333693793985488,0.8243999233368208,"[0.8277712178957677, 0.8254786452264684, 0.8219370878055932, 0.7837848895494778, 0.7635561950780081, 0.7611016869146762]",0.8976983028555635
181,k6,Virus1_IT_Virus2_KC,1,3,0.8566550708643987,0.8232691579475587,0.8368078515714529,"[0.808640093830301, 0.8050244910785048, 0.8085073731830817, 0.7588475895976275, 0.7427982630796375, 0.7382843300175402]",0.8795232742450507
