n_features,n_samples,corr_Ytrue_Ynoisy1,corr_Ytrue_Ynoisy2,corr_Ynoisy1_Ynoisy2,corr_pred0_Ytrue,corr_pred_Ytrue,corr_pred_Ynoisy1,corr_pred_Ynoisy2,iteration_corr_pred_Ytrue,iteration_corr_pred_Ynoisy1,corr_pred_Ytrue_optimal
38,7600,0.46116759044160227,0.9806949376270163,0.45377104490631726,0.6781253278520935,0.8504602513643361,0.36168957100353877,0.8357488898951669,"[0.7560805824066377, 0.8109448602974436, 0.8355517235148038, 0.8524347827307712, 0.8557074616898623, 0.8581603977772906, 0.8625926884226394, 0.8632465729031438, 0.8632856749023792, 0.8641486462293375, 0.867644499391812, 0.869140309763516, 0.8662232449118024, 0.8684778713416498]","[0.47352123945159946, 0.48807433756141955, 0.48521452670829995, 0.4795143517347943, 0.46889486754649556, 0.46266739056533046, 0.4617504443538292, 0.46044487627087893, 0.4570371197932813, 0.45389549190114115, 0.45376604417427, 0.4528827834862894, 0.45185591123517826, 0.45263845314994194]",0.93035572603188
56,11200,0.46217371324623135,0.5343827878003301,0.2404338043434202,0.6875637898592886,0.8235389871179811,0.3664534509662485,0.3729300870253175,"[0.7251190826526678, 0.7788693034656422, 0.8078597009369608, 0.814741126248778, 0.8219147642109679, 0.8252572055900018]","[0.47514234594054494, 0.48337356268458714, 0.48708804169825115, 0.4683980673715774, 0.4715921827839929, 0.46626415946800664]",0.9203537023446955
16,3200,0.5689694370163817,0.6929406537721392,0.4192265141842404,0.798454101286471,0.8998464661305227,0.5964916801567676,0.6791411676054029,"[0.7863224799327436, 0.856281185620356, 0.8715389750277649, 0.8704419612304527, 0.8789418418031087, 0.8791847564426447, 0.8807516858836743, 0.8811450103250735, 0.878537860323789, 0.8830094716563113, 0.8808175407453891, 0.8810404146234676, 0.8799629008319628, 0.8800859146254296]","[0.556507882327683, 0.5826850466118717, 0.5770111866662071, 0.5681470551855171, 0.5675180962437949, 0.5600827104216233, 0.5599106166096299, 0.5572138893710301, 0.5521229140089647, 0.5554216579240178, 0.5531580189405668, 0.5531993311664536, 0.5456547464083216, 0.54899846370838]",0.9778563915728284
91,18200,0.47918391832662494,0.7611793838593115,0.3569591127063968,0.6086718917622685,0.7292124898129115,0.3499924145882254,0.5643752255671863,"[0.7132433530738514, 0.7882155688364592, 0.7926317324616131, 0.8096460086668591, 0.8063401170912987, 0.8085222067807548, 0.8036719259977867, 0.8064733143602895, 0.805798460680681, 0.8004781226734401, 0.8050520555489732, 0.8018705940176982]","[0.49600970852790144, 0.4959282749903841, 0.47159313827872773, 0.4846826860837291, 0.4767382451528785, 0.46884014223142545, 0.45729173292962577, 0.45749577390828683, 0.45441449585416943, 0.4456901649175632, 0.4479841625700238, 0.4451262843296321]",0.8777693539975304
49,9800,0.4716473249302951,0.9936330697204973,0.46959319333180305,0.6265497726878559,0.8026860335130179,0.35385754910492717,0.7980158488843301,"[0.6960789588445517, 0.7947193165619353, 0.8146325178705276, 0.8236597591625487, 0.8247288279162461, 0.831173257406654, 0.8313836050872453, 0.8307092984402176, 0.830975839567478, 0.8303823341633263, 0.829578562714955, 0.8302843111265097]","[0.49238899254148694, 0.4715377859095857, 0.4802283803045492, 0.47622138557310323, 0.4664652999952933, 0.4634251152826244, 0.46088649093901, 0.4562039483903037, 0.4562520368562224, 0.45423459143888545, 0.4484635539632726, 0.4490588064028254]",0.8883833671373923
23,4600,0.9388416807494611,0.913420430342562,0.8584273820098831,0.8988867894838811,0.9421495530695029,0.8653167964619157,0.839846588170119,"[0.9236096766255639, 0.9353345078884453, 0.9315841003680151, 0.93535249651845, 0.9302784154415713, 0.9330295777331402]","[0.8865996448911317, 0.8922704940175967, 0.8847873581853349, 0.8875793860619023, 0.8813047800397587, 0.8834651242132855]",0.9419865380496896
75,15000,0.7751725001281509,0.6875001344243696,0.5369154597942293,0.8606694388299606,0.9031714917450855,0.7062066833247784,0.6158220666593572,"[0.8601423056748327, 0.8950278956635119, 0.898161817940215, 0.8948459659055209, 0.8969296916369419, 0.8964764323170074, 0.8979071153457323, 0.8952262394424245]","[0.7233604956904874, 0.740032952590791, 0.7404307939654394, 0.7304741838100824, 0.724961849981511, 0.7214595681390963, 0.7215778866068264, 0.7188151035031769]",0.9307237658098302
27,5400,0.666229936337416,0.8233692170594692,0.5470390835793676,0.7393317746425883,0.8294226891300385,0.46422018883126576,0.6272949753518079,"[0.8362836900485205, 0.8680207247745397, 0.886244102768706, 0.8919601191454904]","[0.6356864878706343, 0.6531594942323736, 0.6441693868016554, 0.6433348141411488]",0.8754364347578683
34,6800,0.9480487705588543,0.7248457680525395,0.6879399030551997,0.8249102434133266,0.8496809991568275,0.8055502533561395,0.5858011061242061,"[0.8321582326739572, 0.8303157735057226, 0.8384690868332257, 0.833535493136786, 0.8373331484216134, 0.8288939830751962, 0.8266642954611465, 0.8234270513417031, 0.8218122878980358]","[0.803923703312523, 0.8017003860951732, 0.8079397657576057, 0.8027089250593138, 0.8060606223495406, 0.7967701427332257, 0.7943500216263302, 0.7914167021133107, 0.7897548963115814]",0.8909092008069648
83,16600,0.761501609018874,0.8136432543218076,0.6212171331094042,0.8745534670868281,0.9101835955064972,0.7208867893192756,0.7522797676512907,"[0.8790626572220663, 0.8978346908628073, 0.9046465107541105, 0.9063958962574757, 0.9056376680255814, 0.9089138670183872, 0.9066382646656086, 0.9035168069680958, 0.9033394106832935, 0.9053450456311881, 0.9034629065140545, 0.9042666901924549, 0.9050111674780403]","[0.7347708414841808, 0.7458694610265025, 0.7416983445709411, 0.7342458264127708, 0.7305122579312072, 0.7305648258480654, 0.7248157868807514, 0.7211427912839887, 0.718898230753368, 0.7196967244279069, 0.7165688413046515, 0.7152737564625965, 0.7158685804504124]",0.9266225378305509
89,17800,0.8296811216310692,0.5616643897221337,0.46726575258940295,0.8763907486571552,0.9011973124145004,0.7626554533221365,0.5160282805831633,"[0.9054189757854187, 0.9243183868377983, 0.9287925018816545, 0.9265161852397842, 0.9249644845088464, 0.9261421913304941, 0.925481573104895, 0.9251663847153784]","[0.7954000783068788, 0.8041027422456946, 0.8018343715681377, 0.7971934967046657, 0.7943068750534443, 0.7924037606820855, 0.79112189282542, 0.7900737798018315]",0.9368939658829841
13,2600,0.5540524853894027,0.9670420085801921,0.5376173697666122,0.8800868356424846,0.9118421002207739,0.47534694604083005,0.8870135061608163,"[0.8879830837068616, 0.8993670980627929, 0.9028108122092107, 0.9076568831550261, 0.9098861916755908, 0.9138774174743465, 0.9118342692081118, 0.912564932835519, 0.9130004619283434, 0.9137122443041763]","[0.5580677399300713, 0.5741732780313097, 0.5698343742308054, 0.5695004765939162, 0.5659164867112887, 0.5585348103613421, 0.556494564629288, 0.5546792734358574, 0.5559952584951218, 0.5557221319107972]",0.9735445710148052
88,17600,0.7138273431771657,0.6122756713267689,0.44574570020156185,0.8449878144071209,0.9081460975279125,0.6474359138893482,0.5722343015637925,"[0.8583564242437268, 0.8909596502207313, 0.904724216663839, 0.9088870267075584, 0.9096219716324578, 0.9063184892281947, 0.9083464978624276, 0.9073091543238643, 0.906255826106539, 0.907010062042109, 0.9069808270630632, 0.9059700207299066]","[0.6847520636455106, 0.6997194478804921, 0.6993754046104879, 0.6971109702008411, 0.6918611718240795, 0.6862670139523557, 0.686581062403788, 0.6841132298557575, 0.6810078634534965, 0.6793758886960766, 0.6788168103979508, 0.6766332854546586]",0.949174961739169
23,4600,0.7692105130612221,0.6213937457325532,0.47577482046318487,0.8595539306416701,0.900682865817326,0.705440932117259,0.5181042997178531,"[0.8787008540741323, 0.9014393629497672, 0.9068550566831741, 0.9090178371896023, 0.9064960370803369, 0.9068177484591353, 0.9056373370250027, 0.9037636617081073, 0.9028539199885128, 0.9020824532900356, 0.9034418305643857]","[0.7253947618879256, 0.740457021687636, 0.73387537458271, 0.7364947457917952, 0.7297785388340503, 0.7295237038506843, 0.7245056053694992, 0.7225639631775156, 0.7205138573887404, 0.7208420353983671, 0.7198273580221382]",0.9320325120679228
11,2200,0.721903296045622,0.9920090141121325,0.7168145348742039,0.8928307396954472,0.9187668519386436,0.6439066366872364,0.9156307831195629,"[0.9056940499100323, 0.9030575609607039, 0.9230804415158012, 0.925103824469941, 0.9261130785628967, 0.924228351705636, 0.9279668529140412, 0.9259008700452926, 0.9241931423337382, 0.9242097444709343, 0.9197070493093338, 0.9234175888378751, 0.9199511704408094, 0.9203149093442666, 0.914937912983752]","[0.7069086793045973, 0.6958703596380693, 0.7143246176718376, 0.7118498537537703, 0.7103873681655533, 0.7020430776266066, 0.7012573102612089, 0.6986134810500166, 0.6940205692703567, 0.696156668715495, 0.6886951371357143, 0.6909038201768556, 0.6876486807639524, 0.6865580628679147, 0.6830893559636123]",0.9661348075645104
50,10000,0.5131107458832953,0.9311922731774676,0.4731355608051414,0.7694800458815423,0.8785270196512746,0.5104882653174403,0.8322849259629288,"[0.7669890778967622, 0.8076945780177109, 0.8476977114935322, 0.8460073236187114, 0.8513695030477761, 0.8508835376863257, 0.8524671837390347, 0.8498951669078929]","[0.5074054154524374, 0.5240325644177712, 0.5253056659714894, 0.5137533452685403, 0.5102602536611134, 0.5034766935972013, 0.4999370571225962, 0.4959354310151372]",0.9492304474469091
32,6400,0.5589534231673023,0.5938357460200848,0.32244282868260765,0.723282695574975,0.8272779604812075,0.44308875591648894,0.47419226123280633,"[0.7831431791795436, 0.8279933938518056, 0.8559862826482056, 0.8604881624212142, 0.8655132774995837, 0.8617142116178049]","[0.5405063718775072, 0.5392049428400212, 0.5568932598802904, 0.5475032033683425, 0.5347859638844936, 0.5308003624229677]",0.9277822388505949
92,18400,0.9968430334249028,0.9223993541061475,0.920068989899747,0.9455561723550838,0.9400670194787137,0.9374595831375891,0.8602877410517481,"[0.9600792939819827, 0.9569539451508053, 0.9520799758014455, 0.9536069762949325, 0.9511657585891244, 0.9497446402654817, 0.945465491174474]","[0.9582818411251453, 0.9552341428048541, 0.9499711520943603, 0.9513727714526141, 0.9490304062002056, 0.9476068298229137, 0.9433418750576674]",0.9401982170691405
53,10600,0.46259039674303476,0.5390246450022574,0.24762842413778663,0.623568430793182,0.7541577902480002,0.3328592938826879,0.38102403436201554,"[0.7573622580370303, 0.8161682105069081, 0.8286818470564619, 0.8318774365452688, 0.8354423224552536, 0.8389668812468815, 0.8406419045532796]","[0.48014038812715976, 0.48131256080826557, 0.48121700400971185, 0.47775630713046546, 0.46930339354868683, 0.45910593428228064, 0.4575425539860948]",0.8924826637262128
78,15600,0.8780331611267251,0.7064459610834629,0.6261678824222859,0.85954313469863,0.8775077315638675,0.7593365565881394,0.610954635508371,"[0.8980218028120458, 0.9062421308645984, 0.9065062941908726, 0.9046078142140102, 0.9008323923083144, 0.9001682624173367, 0.8978098377447329]","[0.827884408406004, 0.8244395581041091, 0.8232103671066592, 0.8186736309807349, 0.8119247220266584, 0.8097483941856483, 0.8061627068331003]",0.899660952484518
19,3800,0.7478215781070672,0.7859041730701111,0.5934582323316266,0.8780345472379717,0.915075145048147,0.7235016762552103,0.7360146082039078,"[0.8880961420411755, 0.9055465457368025, 0.913358907362434, 0.919744237634661, 0.9180113496603359, 0.9160087336325451, 0.9184783665852818]","[0.7274354455894527, 0.7222662176323923, 0.7350732063505884, 0.7284938367900502, 0.7233515313782632, 0.7157440092231084, 0.7190232551576252]",0.9392657443767279
58,11600,0.9332419547135827,0.6284759549446458,0.5885876876873167,0.9432177250141566,0.9575117166668186,0.9003858485245444,0.6392266074518574,"[0.9384045825946096, 0.9409208793601989]","[0.8930302569576771, 0.8913262273413834]",0.9572510550692076
15,3000,0.48493070080422884,0.5759752266115172,0.28577638635391944,0.48592175185272757,0.5949557561780184,0.1852490319222188,0.26916888291835545,"[0.44432294697231994, 0.5136087684007269, 0.5776850274592605, 0.5701687280719153, 0.5569856179309665, 0.5897260646136295, 0.5768261278643869, 0.5778032568655685, 0.5758667054705253]","[0.37354050874644196, 0.39267237030816227, 0.3900226585845622, 0.3443423250924379, 0.34202905389711735, 0.3565380040270921, 0.3445766167459836, 0.33540585549371016, 0.3291150387117309]",0.6369572342789884
42,8400,0.9110960371605614,0.9995812433457327,0.9105805972182658,0.9471360087004922,0.960929424055989,0.8891371635471333,0.96068377799084,"[0.9344665605620244, 0.9398729999565472, 0.941939290310781, 0.9443141465580365, 0.9447488884089772, 0.9426984312102478, 0.9431806837758875, 0.9397966793658321, 0.9398714657977333, 0.9390887000009969, 0.9383296777529763, 0.9397455519522432, 0.9382038794695455, 0.9376985494574712, 0.9379150069784417, 0.9376872943462612, 0.9375181152537525, 0.9368112065882161]","[0.8740600405800715, 0.8717774228762853, 0.8711260651928082, 0.8721850868589478, 0.8687625375029697, 0.8663211691060838, 0.8659172333039151, 0.8617876054062052, 0.8620415891864792, 0.8608029723363728, 0.8595082860588692, 0.860736690597212, 0.8584209519214792, 0.8587999471962496, 0.8587464758055795, 0.8585487560002856, 0.8580836009495176, 0.8577534336553903]",0.9563269567337566
45,9000,0.9011495247892896,0.8469087301791806,0.7598623852414925,0.8410240689578552,0.8826928761310903,0.7916291045765618,0.7407490938691995,"[0.8441738337178885, 0.8449686276917461, 0.87738596451808, 0.8686006304175544]","[0.7821935201864376, 0.7763528315490316, 0.8032142059609775, 0.794391526457561]",0.8390352393133174
38,7600,0.9462519735015846,0.8648986197274363,0.8176825178722502,0.9528880816594318,0.9666885455515066,0.9158973053635959,0.8461838262612018,"[0.9528052609556477, 0.9547901749008255, 0.9557351788502884]","[0.9162676224378677, 0.9124652356507339, 0.912906864400646]",0.9684679633784871
27,5400,0.549792409163147,0.7139154502548406,0.3844742782265118,0.7259038072535391,0.8248084594474542,0.5694456835307732,0.6547585741557934,"[0.7901928836151346, 0.8460972892562993, 0.8559437973719524, 0.8630941067965437, 0.8649321156031702, 0.869469192934635, 0.8684405133826456, 0.8700562173571812, 0.8641291284385395, 0.8663474559501249, 0.8674057592931392, 0.8678956771316035, 0.8677773823824115, 0.8675193932306774, 0.8694397874739843, 0.8659823746123883, 0.8664375701800182]","[0.5484237307466204, 0.5465344455758174, 0.5486482806228377, 0.5448386654170766, 0.5399356513500121, 0.5354651566747956, 0.532599150375592, 0.5287548723705772, 0.5213204302354602, 0.5225505890213922, 0.5196751240962378, 0.5200611265101629, 0.5204539702908844, 0.5194964253241903, 0.518854837217134, 0.5170691849469051, 0.5159715653714315]",0.9421173628464562
73,14600,0.6656284026616369,0.5992157418181658,0.3962713590214773,0.7885946119760049,0.8539220784244547,0.5653342208257783,0.5199104741116723,"[0.8170123398418854, 0.8481037277732822, 0.862264046111998, 0.8669013708874674, 0.8654081545047458, 0.8657569916437671, 0.8649758746922354, 0.8647281012862962, 0.864086679583343, 0.8629439726403767]","[0.6283181672653377, 0.6365639793784107, 0.631368802266082, 0.62972526060476, 0.6241225698579514, 0.6214593744034711, 0.6171238579898686, 0.6160689103791427, 0.616072156815072, 0.6136779545731121]",0.8844538366613764
90,18000,0.8496719921416617,0.6262887666266226,0.5368364318874015,0.9059390217544785,0.9278911720011668,0.7972040733821287,0.6043248171902396,"[0.9096127380822133, 0.919001568863694, 0.9246768283628595]","[0.8147664675183945, 0.8128451260114355, 0.8110678913030881]",0.935499650950889
44,8800,0.5732104460012746,0.675958202651664,0.3822052550647387,0.7859220155402279,0.8499278630187528,0.4518529888620706,0.5156033723051229,"[0.833162203494437, 0.8455438901989493, 0.8599817457031235, 0.8734805480868817, 0.879431017404082]","[0.5686226942104202, 0.5868109637726847, 0.5645342105076363, 0.5633623471460008, 0.5636691666711161]",0.9155187323332759
42,8400,0.5301764429705265,0.4766039728058721,0.25728784462793863,0.7496149685165857,0.8744137655211234,0.4726460913897313,0.41283500184248795,"[0.7885972345948948, 0.8447639296246249, 0.8671575688743217, 0.8831593043559052, 0.8878957398183116, 0.8857883661509252, 0.8921556641399864]","[0.5324867753207876, 0.5373867967300454, 0.5579303569819372, 0.5421649137862894, 0.5336296170469892, 0.5240977395654778, 0.5246494763818614]",0.9647330770630778
19,3800,0.6519611098986844,0.9906877011151084,0.6433685237946605,0.8952782951098741,0.9362913420893688,0.6229155447612295,0.9285753795283127,"[0.8964187813239647, 0.9084464841941334, 0.9251743081257471, 0.9329321826267776, 0.9325169920699479, 0.9335060311517673, 0.9323005145829005, 0.9349872186398008, 0.9358824112448503, 0.9344437369085636]","[0.650527240634203, 0.6455344321078867, 0.6583190384670925, 0.6542449419140663, 0.6500736988057507, 0.6479674914128399, 0.6439427313364066, 0.642878789179111, 0.6406366443326553, 0.6410556238156555]",0.9660917980874342
75,15000,0.7128923669992789,0.6499182775662856,0.4660126261390959,0.8142712222874058,0.8811196172473611,0.619134944230812,0.5547395898705566,"[0.8693037116649341, 0.8931705388635512, 0.896224630766113, 0.9006620389071124, 0.9014238938324426, 0.8991222350357488, 0.9001014561671032, 0.9012950104248579, 0.9035358864791456, 0.9033426629303531, 0.8999836193955044]","[0.6917662356790788, 0.6893774355503357, 0.6877846779837259, 0.6827983158977287, 0.6786090137104784, 0.6740704131336732, 0.6710126039320344, 0.6716294058368157, 0.6711270822038012, 0.6700964567088673, 0.6648123829245486]",0.9253034234094182
89,17800,0.7124540903173067,0.5812963619695534,0.41761694388227083,0.8287660118773391,0.8781524727405323,0.6062888344921269,0.4934113172891278,"[0.8688177074099442, 0.8914621739800821, 0.8959565909613822, 0.8982847420875745, 0.9006529076781185, 0.9031273180623094, 0.9027892544780002, 0.9020742474137889, 0.9033474150783314, 0.9034234431193309]","[0.7024321732368534, 0.7119184352784109, 0.7084151449495152, 0.7017543031589054, 0.699310352440985, 0.6954763870442736, 0.6938196944862658, 0.6913731950410528, 0.6918640492928352, 0.689472326974951]",0.9314510436021951
47,9400,0.5751543332154105,0.519106065745265,0.30114431959677807,0.813086579532522,0.8540133380879653,0.49766106105232233,0.430740908621538,"[0.8153286747399595, 0.8320232900191948, 0.8455597592605559, 0.8499094277158383, 0.8524669498654212, 0.8540303796415658, 0.8562534560360191, 0.8531284521639302]","[0.5775670241658009, 0.575106354846245, 0.5773816589594335, 0.572051585816147, 0.5651447000940429, 0.5629696922669083, 0.5599175672292195, 0.5526787485090389]",0.9072044362809473
