n_features,n_samples,corr_Ytrue_Ynoisy1,corr_Ytrue_Ynoisy2,corr_Ynoisy1_Ynoisy2,corr_Yavg12_Ytrue,var_Ynoisy1,var_Ynoisy2,corr_pred_Ytrue,corr_pred_Ynoisy1,corr_pred_Ynoisy2,corr_pred_YnoisyLow,corr_pred_YnoisyHigh,var_Ypred,cov_Ynoisy1_Ynoisy2,cov_pred_Ynoisy1
184,36800,0.9989399119225068,0.8215022074600562,0.8206829115960136,0.9446540223177975,0.1925724184051145,0.28286650089586285,0.9111555338873921,0.9103891226913001,0.7529734951923538,0.9109349441773538,0.59852639902422,0.17858768,0.19154814212559554,0.17240115566979455
122,24400,0.5681767820789743,0.6294982767974983,0.36043390062936825,0.7232729205416324,0.5319541614738525,0.41932088437697174,0.7263562383430062,0.4145865758450944,0.44999406753065185,0.7239100184944431,0.37560408408884177,0.179629,0.17023867600036663,0.12504392197606218
282,56400,0.805605131098201,0.973253952203269,0.7839979023491478,0.9329497063970165,0.3023597577222896,0.20783431316413406,0.8335081167486348,0.6765605852501779,0.8127444299770276,0.8328009441765304,0.3732759610353988,0.1750943,0.1965373725255322,0.15707059152117447
355,71000,0.945641353631069,0.5671896403199141,0.5353183116509364,0.8021164360698344,0.18976146117517814,0.5244207783729752,0.8820557686276286,0.8320200489343751,0.5114542407768891,0.7709698977862594,0.4973138780575963,0.15917274,0.16887435331383632,0.14613595759480522
246,49200,0.6991158004809201,0.8962851675303094,0.6260112486989072,0.8693264909349951,0.2716712511016387,0.1636508752102314,0.7891580151370692,0.5307171431068878,0.699239396088523,0.5643320859139762,0.45143674329655825,0.103477255,0.13200007519873214,0.08683610423007913
93,18600,0.6355465215273872,0.7798166273054423,0.4933233994379886,0.80916411939375,0.2948086802886437,0.19662502443088947,0.7389281288714846,0.48471647225660014,0.5622993358485784,0.6406158264125072,0.48295373764944477,0.09998603,0.11878194464561725,0.0829034346433375
304,60800,0.9995059151173333,0.8675192141943384,0.8670818518070695,0.9612955779718931,0.16186157642077348,0.21338563067503288,0.9013531060023636,0.9010304946411096,0.7839125332232246,0.7757159159628592,0.5335078910682394,0.1371857,0.1611474707730637,0.13199313849444955
40,8000,0.702783471162201,0.6465283564881108,0.45174973160060616,0.7902213924735252,0.18601613171800147,0.21995856293708557,0.819375808510441,0.6121398427457946,0.5658474780397381,0.6347216397309238,0.4316502164015604,0.1069591,0.09139270008928588,0.09127645787822738
221,44200,0.6625167442737575,0.7029078287164057,0.467001734806596,0.7963194028573788,0.29278529116642593,0.26005120881249494,0.8020587029686518,0.5376219583494899,0.5696723893963359,0.7489120511644984,0.4022897196971523,0.12464231,0.12886495964199993,0.10341203424667912
392,78400,0.8868274011967642,0.9750843449666814,0.8643229581226849,0.9620188663634899,0.10365000845724526,0.0859300954408122,0.8533059392971394,0.7575379416470036,0.8316604180278055,0.639040910148322,0.5014239718696974,0.075470746,0.08157184611596029,0.06737796044222565
485,97000,0.5700972114682176,0.7339691075229287,0.4160506727758944,0.7599527508842705,0.4012824064286726,0.24038092848199497,0.7678711646520552,0.44422272898444076,0.566134931864325,0.5914743730720264,0.34712197868637423,0.12924011,0.12921915269969758,0.1016584771545659
378,75600,0.4538493560420093,0.4612293733972322,0.2102285555569061,0.5880849231050418,0.6847652240530335,0.6499798431222688,0.7041491612991138,0.3297882394982255,0.326491374145918,0.612350757735837,0.4993963811607959,0.153138,0.14025542864790955,0.10532481125006785
240,48000,0.7961049019039408,0.9889164135152677,0.7874308163271895,0.9325901428637763,0.17037682573344357,0.11105068668466486,0.7950968487890754,0.6353715287985684,0.7863561927874685,0.7581133931550126,0.42101560791428483,0.086523555,0.10831524900747172,0.07547261395165376
449,89800,0.6233727055098706,0.7080470620189336,0.43956212108864556,0.7810413727744813,0.3802412352890325,0.2975621620131491,0.7790230334231315,0.4850681311065887,0.5497036782608387,0.6291230943358055,0.37089268755029514,0.13440572,0.14785797860675431,0.10923423145003588
242,48400,0.4901609887797637,0.667895010697591,0.3241276958942187,0.6908630455110525,0.948126196970125,0.5125020250364859,0.7447998162807217,0.3515292876845575,0.4995184341804377,0.5367488917322263,0.3944178609316312,0.2737392,0.2259478558905763,0.1815153834227751
139,27800,0.8323754016381941,0.9778478856005741,0.8144417121738631,0.9441035393272594,0.14931925006592875,0.10968497441684202,0.8622666257388444,0.7262966470099912,0.8442295537972215,0.640810777049695,0.37923446627972,0.09478764,0.1042343843186548,0.08828668253358563
449,89800,0.852398281033417,0.476566418086286,0.4057157105818024,0.7166388203086693,0.20131650080460492,0.6490620509753863,0.8326322539029275,0.7067765444710182,0.39670866344881744,0.7498470266860735,0.39802971391064423,0.11783396,0.14665965736494302,0.10709003821546846
398,79600,0.5424430581406297,0.47541831136748647,0.2585784985104635,0.6376048581616348,0.3566245154076617,0.4740914822244544,0.710853892289217,0.3788524707143538,0.3452658031724256,0.5433163736125273,0.41458913274609493,0.09697141,0.10632512522759942,0.07026522145672395
299,59800,0.9720871410412365,0.678644182848633,0.6597160907064993,0.874398709275357,0.14001058493250962,0.2883533114546092,0.8538880578833606,0.8310943917071337,0.5784523479075672,0.8538434250301417,0.41055072804495896,0.12585929,0.1325589518897706,0.11024517165904331
413,82600,0.9088228820400976,0.5776958908468504,0.527320314901796,0.8031195019994523,0.19646280633699648,0.47846546319827443,0.8787885641447731,0.7991184208930785,0.5110826012941458,0.7853452893743171,0.455225862162689,0.15000254,0.1616763679218081,0.13787063522049162
454,90800,0.8241229131573546,0.6996243555057643,0.5772551823373627,0.8514788547132957,0.2888721385857596,0.39997047620630444,0.7950899945955938,0.6467861311099428,0.5452980790159311,0.5860487184128209,0.4635189586520949,0.15155889,0.19621879987486768,0.13127422872016675
481,96200,0.7324035445589662,0.8547535101342326,0.6264964068117872,0.874228925309657,0.2124417111532957,0.15645447290222508,0.8033001352016778,0.5918843458521393,0.6866451072367771,0.7237668952350527,0.36231356934700953,0.092948586,0.11421893725587458,0.0828739811419087
337,67400,0.5294387541395305,0.6371731034916627,0.3380330533543939,0.7059819249720939,0.42943376890009194,0.3015260104381401,0.7256814631347153,0.3999758664352261,0.460201800982735,0.5175553187601778,0.3364650166917277,0.114365995,0.12164036364936263,0.08919153141457553
224,44800,0.934502445080967,0.7849666362655506,0.7331426892162131,0.916051928145151,0.27823935955776075,0.39406616598953154,0.8798951842789642,0.8263518083877355,0.6988833737941458,0.6343452046828393,0.47044557416048893,0.25038785,0.24276970060831315,0.2220369150015426
218,43600,0.8026003064190125,0.5596854522970947,0.44747737872019977,0.7689515302478767,0.18545509311868363,0.3944513485993267,0.8488798950012625,0.6819473305808657,0.468388975916063,0.840007142620206,0.49748462558112355,0.11023868,0.12103184164198622,0.09793182368565145
275,55000,0.6142777332750878,0.6223013429914307,0.3830319266895923,0.7434350640231383,0.32804550691534295,0.312673704560262,0.7493310159565195,0.46558689523593794,0.46866597224614653,0.5426143043196698,0.3661401100798028,0.12103779,0.1226754252082241,0.09301962146686524
61,12200,0.6441342642165166,0.7857391711046632,0.5076148653526719,0.8132847608270566,0.20776327560997024,0.1355954921017288,0.7910097102956419,0.5085337487521482,0.6055092526186265,0.6449028836633187,0.46711327933401336,0.0921034,0.08520907467780083,0.07054750601411054
143,28600,0.8615499289584128,0.7873382382138172,0.6795938772256522,0.8977337079087219,0.20801353153962723,0.24744908583403374,0.8517672750628843,0.7212467229868049,0.6625024653804331,0.780098737635527,0.5535846818660101,0.122197814,0.15419033775598054,0.11223674798754998
281,56200,0.9699997668111449,0.4480910177716911,0.4340511149172781,0.7056966053137194,0.1950073218066484,0.9098637019558292,0.8898541533905908,0.8594469197852747,0.38756766869902487,0.7546584047099103,0.575490694302831,0.15258583,0.18283703274495736,0.1436440675456475
403,80600,0.9710651399350216,0.49016412361495,0.47725127012745205,0.744489096252681,0.12681788066837787,0.4941507216211355,0.8782527660145886,0.8549257085307028,0.45065532159512023,0.7631935521620301,0.41155563622042296,0.12007485,0.11947410636379693,0.10945947310349594
374,74800,0.8350868172982185,0.4694858852133145,0.39192261931195943,0.7094630841596364,0.19322891715439103,0.6022713803490919,0.8439859856334992,0.7074914920757018,0.4007037010765698,0.8387439070400489,0.42062916692521174,0.1286011,0.13370257138871525,0.11302592393546833
437,87400,0.547561213153286,0.6228728134033138,0.3382753223450658,0.7118964404842398,0.4340942577601329,0.33883910897160324,0.7418923726553452,0.41737216272129474,0.4729598352668969,0.6741494663516849,0.43624817579625336,0.15805839,0.12973743695450318,0.11082607434883354
337,67400,0.7801918626366479,0.5320277718614623,0.41552935018588744,0.7461393107977631,0.29989122005874574,0.6496926362347667,0.832038733074159,0.6553625482586458,0.43452671348023225,0.7703820948952222,0.4608932829268536,0.15523517,0.18341954300894417,0.1405137391426642
125,25000,0.7406670305549233,0.5565857944149375,0.41218869868736085,0.7535649252617027,0.415278655737468,0.7284829603780755,0.8451427799926923,0.6147568964661388,0.48443654952714676,0.7814098564899272,0.393805087276877,0.23091905,0.22672389786640437,0.18821941016632437
152,30400,0.9749902174118025,0.5498918715061454,0.5373704810015769,0.7928690794629079,0.23397438908306575,0.7350898658392042,0.9386258115403988,0.9149615317617511,0.5066833533783638,0.8623913178399445,0.5647672796724645,0.2158385,0.22286714136174202,0.20914319472373033
452,90400,0.4845901646714802,0.6990898099428863,0.3363424338135722,0.6941325557375854,0.6734361309651868,0.3202050312337365,0.7377463564013778,0.3611980359431092,0.5254754853911967,0.673173132953814,0.35692765405336735,0.15491548,0.15618882224448072,0.11655830679247753
470,94000,0.46821229810867315,0.932089313212858,0.4359691130682375,0.719572543467586,0.7933067011070032,0.19846315295574526,0.7350078117687535,0.3428580713868369,0.6880182126365946,0.6549879666326153,0.4522291006496279,0.18400057,0.17299039966061233,0.13105393429774173
44,8800,0.9680599557781228,0.8216556600552528,0.7909323460229244,0.9392729015311876,0.08307329083169951,0.11360360009984315,0.9328734265417273,0.9071896794179207,0.7794163426468226,0.6929767776663065,0.47852538501396424,0.06427897,0.07684715349216767,0.06726419001896336
367,73400,0.4771871657056368,0.9470992257970229,0.451291549064826,0.7302681745064309,0.5397635891012975,0.1372694268855746,0.7159054232289518,0.3603221843440725,0.6785390632961708,0.6069926535391593,0.4606831825879605,0.12264946,0.12284381625739385,0.09295093656180702
34,6800,0.7387514231736496,0.6174848165188389,0.45620691009743475,0.7877808008501561,0.19154856622352023,0.26738930487452395,0.8399689270285966,0.6149219917982409,0.5111003755059034,0.8406587473753883,0.5374574339540286,0.11812219,0.1032650046555808,0.09078287934221164
302,60400,0.9873700940466336,0.6614558083721538,0.6528255003748306,0.8680488055033251,0.17711223967945272,0.3933985359034858,0.8863887087861568,0.8741629006461813,0.5749816466508005,0.6426530248439648,0.5368766158884649,0.13903493,0.17232439220707615,0.13299340108374988
430,86000,0.796811932659904,0.49762864397603146,0.3966764806310972,0.7253820183693332,0.2767897365888148,0.7027252319869508,0.8342886613318555,0.6441354665833658,0.40061211969736815,0.811163936249565,0.4675140714483954,0.13075215,0.17494862313421028,0.11723311866861347
